Customer,State,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Location Code,Marital Status,Policy Type,Policy Level,Renew Offer Type,Sales Channel,Vehicle Class,Vehicle Size,Effective To Date - Month,Effective To Date - Year
XN18885,Oregon,Yes,Basic,High School or Below,2011-02-28,Employed,M,Suburban,Married,Personal Auto,2,2,Agent,Standard,Small,2,2011
VB94165,Nevada,No,Extended,Master,2011-01-14,Unemployed,M,Suburban,Married,Special Auto,2,1,Agent,Standard,Small,1,2011
FG71665,Arizona,Yes,Basic,Bachelor,2011-02-27,Employed,M,Suburban,Married,Personal Auto,1,2,Agent,Standard,Medsize,2,2011
IV98398,California,No,Extended,Bachelor,2011-01-21,Employed,M,Suburban,Married,Corporate Auto,3,1,Web,Sports,Medsize,1,2011
YN39714,Oregon,No,Basic,High School or Below,2011-01-04,Employed,F,Suburban,Married,Personal Auto,3,1,Branch,Standard,Medsize,1,2011
WL92199,Arizona,No,Basic,Doctor,2011-01-17,Unemployed,M,Rural,Divorced,Personal Auto,3,4,Call Center,Standard,Medsize,1,2011
KC36987,Oregon,No,Premium,Bachelor,2011-01-20,Employed,M,Urban,Married,Personal Auto,3,1,Branch,Sports,Medsize,1,2011
JW24212,Oregon,Yes,Basic,Bachelor,2011-02-19,Unemployed,M,Suburban,Married,Personal Auto,3,1,Agent,Sports,Large,2,2011
OG57342,Washington,No,Basic,Doctor,2011-02-04,Unemployed,M,Suburban,Married,Corporate Auto,2,3,Web,Standard,Medsize,2,2011
SN49269,Oregon,No,Basic,High School or Below,2011-02-16,Employed,M,Suburban,Divorced,Personal Auto,2,2,Web,Standard,Small,2,2011
RE52529,California,Yes,Premium,High School or Below,2011-02-19,Employed,F,Rural,Married,Corporate Auto,1,2,Web,Standard,Medsize,2,2011
EQ68292,Arizona,No,Basic,Bachelor,2011-02-19,Employed,M,Rural,Divorced,Corporate Auto,3,4,Agent,Standard,Small,2,2011
KF88603,Oregon,No,Extended,High School or Below,2011-01-17,Unemployed,M,Suburban,Single,Personal Auto,1,1,Branch,Sports,Medsize,1,2011
JR62870,California,No,Basic,High School or Below,2011-02-25,Employed,M,Urban,Single,Personal Auto,1,1,Branch,Standard,Medsize,2,2011
NN40477,Arizona,No,Basic,Bachelor,2011-02-09,Employed,F,Suburban,Divorced,Personal Auto,2,2,Branch,Sports,Medsize,2,2011
JP40952,Arizona,No,Basic,High School or Below,2011-02-25,Unemployed,M,Suburban,Single,Personal Auto,3,3,Agent,Sports,Medsize,2,2011
FG24548,Oregon,No,Basic,Bachelor,2011-02-04,Employed,M,Urban,Married,Personal Auto,3,4,Web,Standard,Medsize,2,2011
DZ89536,Oregon,Yes,Extended,Master,2011-01-16,Employed,M,Urban,Married,Corporate Auto,3,3,Agent,Standard,Medsize,1,2011
GH64274,California,No,Extended,High School or Below,2011-02-06,Employed,M,Suburban,Married,Personal Auto,2,2,Branch,Standard,Medsize,2,2011
NX62002,Oregon,Yes,Basic,College,2011-02-28,Unemployed,M,Suburban,Divorced,Corporate Auto,3,1,Agent,Standard,Medsize,2,2011
CV57391,Arizona,No,Basic,Bachelor,2011-01-07,Employed,F,Urban,Single,Personal Auto,3,3,Web,Standard,Medsize,1,2011
ZN36983,California,No,Extended,College,2011-01-17,Unemployed,M,Suburban,Married,Personal Auto,3,1,Web,Standard,Medsize,1,2011
OT40088,Oregon,No,Basic,High School or Below,2011-01-15,Unemployed,F,Suburban,Single,Personal Auto,3,1,Web,Standard,Small,1,2011
CD56261,California,No,Basic,High School or Below,2011-02-13,Unemployed,F,Suburban,Single,Corporate Auto,3,2,Call Center,Sports,Medsize,2,2011
OG72448,Arizona,No,Premium,Bachelor,2011-01-28,Unemployed,M,Suburban,Single,Personal Auto,2,2,Branch,Standard,Small,1,2011
IH64929,California,No,Basic,High School or Below,2011-02-24,Employed,M,Urban,Single,Personal Auto,2,2,Branch,Standard,Medsize,2,2011
FD20455,California,No,Basic,Bachelor,2011-02-16,Unemployed,M,Suburban,Single,Personal Auto,3,2,Web,Sports,Medsize,2,2011
ET89070,California,No,Basic,High School or Below,2011-01-25,Employed,F,Urban,Married,Personal Auto,2,2,Branch,Sports,Medsize,1,2011
DY87071,Arizona,Yes,Extended,High School or Below,2011-02-20,Employed,M,Rural,Divorced,Personal Auto,3,1,Agent,Standard,Medsize,2,2011
AX10148,California,No,Basic,Bachelor,2011-02-01,Unemployed,F,Suburban,Married,Personal Auto,2,4,Web,Standard,Medsize,2,2011
DB28487,California,No,Basic,High School or Below,2011-02-01,Disabled,F,Suburban,Married,Personal Auto,3,4,Call Center,Standard,Medsize,2,2011
KU92052,California,No,Basic,High School or Below,2011-02-19,Unemployed,F,Suburban,Single,Personal Auto,2,1,Agent,Standard,Medsize,2,2011
FB17016,Oregon,Yes,Extended,Bachelor,2011-02-17,Employed,F,Suburban,Married,Personal Auto,3,2,Agent,Sports,Medsize,2,2011
BM45823,Oregon,No,Premium,College,2011-01-25,Unemployed,M,Suburban,Married,Personal Auto,3,1,Call Center,Standard,Small,1,2011
NN53003,California,No,Basic,College,2011-02-17,Medical Leave,M,Suburban,Divorced,Personal Auto,3,1,Agent,Luxury,Medsize,2,2011
LF94873,California,No,Premium,College,2011-02-23,Unemployed,F,Suburban,Single,Personal Auto,3,3,Branch,Sports,Medsize,2,2011
VB57504,California,No,Basic,High School or Below,2011-01-05,Employed,M,Suburban,Married,Personal Auto,3,2,Branch,Standard,Medsize,1,2011
NT25078,Nevada,No,Extended,Bachelor,2011-01-29,Employed,M,Suburban,Married,Special Auto,2,4,Agent,Standard,Medsize,1,2011
FH86704,California,No,Extended,High School or Below,2011-02-24,Unemployed,M,Suburban,Single,Personal Auto,3,1,Agent,Standard,Medsize,2,2011
KX32370,California,No,Extended,College,2011-01-16,Employed,M,Urban,Married,Corporate Auto,3,3,Branch,Standard,Large,1,2011
NN76284,California,No,Basic,College,2011-02-02,Unemployed,F,Suburban,Married,Corporate Auto,2,1,Branch,Standard,Medsize,2,2011
LJ43988,California,No,Premium,Master,2011-01-04,Employed,F,Suburban,Married,Personal Auto,2,3,Agent,Standard,Medsize,1,2011
MM44301,California,Yes,Basic,College,2011-01-27,Retired,F,Suburban,Divorced,Corporate Auto,3,1,Agent,Sports,Small,1,2011
ED63600,California,No,Extended,College,2011-02-25,Unemployed,M,Suburban,Single,Corporate Auto,2,1,Agent,Luxury,Medsize,2,2011
RT37588,Arizona,No,Extended,High School or Below,2011-01-23,Employed,F,Rural,Married,Personal Auto,1,2,Agent,Standard,Medsize,1,2011
LF19061,Arizona,No,Basic,High School or Below,2011-02-01,Employed,F,Urban,Married,Personal Auto,3,3,Web,Standard,Medsize,2,2011
EW73451,Arizona,Yes,Basic,High School or Below,2011-01-02,Employed,M,Suburban,Married,Personal Auto,2,2,Call Center,Standard,Small,1,2011
UC29668,Oregon,No,Basic,Master,2011-01-12,Unemployed,F,Rural,Divorced,Corporate Auto,3,2,Branch,Standard,Medsize,1,2011
ZC32761,Arizona,No,Basic,Bachelor,2011-02-15,Employed,M,Rural,Divorced,Personal Auto,3,1,Agent,Standard,Large,2,2011
FQ22639,California,No,Extended,College,2011-02-22,Employed,M,Rural,Married,Personal Auto,3,2,Agent,Standard,Large,2,2011
YZ60434,Oregon,No,Basic,Master,2011-02-28,Unemployed,M,Rural,Divorced,Personal Auto,2,1,Web,Standard,Medsize,2,2011
MJ45965,Oregon,No,Basic,High School or Below,2011-02-18,Employed,M,Urban,Single,Personal Auto,3,4,Branch,Standard,Medsize,2,2011
IS95398,Nevada,No,Basic,Bachelor,2011-02-07,Employed,F,Urban,Single,Personal Auto,2,1,Agent,Sports,Small,2,2011
LZ81665,Washington,No,Basic,High School or Below,2011-01-08,Unemployed,M,Suburban,Single,Personal Auto,2,2,Call Center,Sports,Medsize,1,2011
OP43389,California,No,Basic,College,2011-01-28,Employed,F,Suburban,Married,Corporate Auto,3,2,Agent,Sports,Medsize,1,2011
PI98333,Oregon,No,Basic,Bachelor,2011-01-24,Unemployed,F,Suburban,Single,Personal Auto,3,1,Agent,Standard,Medsize,1,2011
YX67409,California,No,Basic,Bachelor,2011-02-09,Employed,M,Suburban,Married,Personal Auto,2,3,Call Center,Sports,Medsize,2,2011
XR85926,Oregon,No,Basic,Bachelor,2011-01-27,Employed,M,Suburban,Married,Personal Auto,1,2,Call Center,Standard,Medsize,1,2011
MJ54807,Nevada,Yes,Basic,Bachelor,2011-02-24,Retired,M,Suburban,Married,Personal Auto,3,1,Agent,Sports,Medsize,2,2011
AX36597,Arizona,No,Extended,College,2011-02-28,Unemployed,F,Suburban,Married,Personal Auto,3,4,Branch,Standard,Medsize,2,2011
IC94434,California,Yes,Basic,Bachelor,2011-01-12,Disabled,F,Suburban,Married,Corporate Auto,1,2,Call Center,Standard,Medsize,1,2011
ZX56541,California,No,Basic,Bachelor,2011-02-06,Employed,M,Suburban,Married,Personal Auto,1,4,Call Center,Standard,Medsize,2,2011
RI76571,Washington,No,Basic,Master,2011-01-07,Employed,M,Rural,Married,Personal Auto,3,2,Web,Sports,Medsize,1,2011
YL78930,Oregon,No,Premium,College,2011-02-22,Retired,M,Suburban,Married,Personal Auto,1,4,Call Center,Standard,Medsize,2,2011
ZX17330,Arizona,No,Basic,Bachelor,2011-01-30,Employed,M,Rural,Divorced,Personal Auto,1,4,Agent,Standard,Medsize,1,2011
MK92016,Oregon,No,Basic,Bachelor,2011-02-20,Unemployed,M,Suburban,Married,Corporate Auto,3,1,Branch,Sports,Medsize,2,2011
KH93541,Nevada,No,Extended,College,2011-02-10,Employed,F,Urban,Married,Corporate Auto,2,1,Branch,Standard,Small,2,2011
UG12132,Washington,No,Basic,College,2011-02-04,Employed,F,Urban,Married,Personal Auto,1,2,Call Center,Standard,Medsize,2,2011
BV35683,Arizona,Yes,Basic,Bachelor,2011-01-25,Employed,F,Rural,Married,Personal Auto,3,2,Web,Standard,Medsize,1,2011
PN69476,Nevada,No,Basic,Master,2011-01-27,Unemployed,M,Suburban,Married,Personal Auto,3,4,Branch,Standard,Medsize,1,2011
HB70063,Washington,No,Basic,College,2011-01-30,Employed,M,Urban,Single,Personal Auto,1,1,Call Center,Sports,Medsize,1,2011
CR59224,California,No,Basic,Bachelor,2011-01-30,Medical Leave,M,Suburban,Married,Corporate Auto,3,1,Agent,Standard,Medsize,1,2011
RH97231,Washington,No,Basic,Bachelor,2011-01-01,Employed,M,Suburban,Married,Personal Auto,3,1,Branch,Sports,Medsize,1,2011
FY67942,California,No,Premium,College,2011-01-20,Employed,F,Urban,Married,Personal Auto,3,1,Branch,Sports,Small,1,2011
HG68775,Washington,No,Premium,College,2011-02-17,Medical Leave,F,Suburban,Married,Corporate Auto,2,1,Web,Standard,Medsize,2,2011
ED28429,Washington,No,Basic,Bachelor,2011-02-01,Unemployed,M,Suburban,Single,Personal Auto,1,1,Agent,Standard,Medsize,2,2011
IH17933,Washington,No,Basic,College,2011-02-08,Employed,M,Urban,Married,Personal Auto,3,2,Call Center,Sports,Large,2,2011
NE67816,Oregon,No,Basic,College,2011-01-16,Employed,M,Suburban,Married,Personal Auto,3,2,Branch,Standard,Small,1,2011
QJ65091,Arizona,Yes,Basic,High School or Below,2011-01-02,Unemployed,F,Suburban,Divorced,Corporate Auto,1,1,Web,Sports,Medsize,1,2011
TR75465,Washington,No,Extended,Master,2011-01-09,Unemployed,M,Suburban,Married,Personal Auto,2,1,Agent,Sports,Small,1,2011
LM12349,Washington,No,Premium,Bachelor,2011-01-19,Employed,F,Rural,Married,Corporate Auto,2,1,Agent,Sports,Medsize,1,2011
XZ62712,Washington,No,Extended,High School or Below,2011-01-29,Employed,F,Suburban,Single,Personal Auto,2,1,Call Center,Sports,Medsize,1,2011
SL70555,California,No,Basic,Bachelor,2011-02-05,Employed,M,Rural,Divorced,Personal Auto,3,2,Agent,Sports,Medsize,2,2011
XI31845,Oregon,No,Extended,High School or Below,2011-01-10,Employed,F,Suburban,Divorced,Personal Auto,1,3,Branch,Sports,Small,1,2011
DQ34772,Arizona,No,Extended,High School or Below,2011-02-20,Unemployed,M,Rural,Married,Personal Auto,3,4,Branch,Standard,Medsize,2,2011
XU57332,California,No,Basic,College,2011-02-10,Employed,F,Suburban,Single,Personal Auto,1,1,Call Center,Sports,Medsize,2,2011
SJ87108,Arizona,Yes,Extended,Bachelor,2011-02-27,Retired,F,Suburban,Single,Corporate Auto,3,1,Agent,Sports,Medsize,2,2011
PL33465,Arizona,Yes,Premium,Bachelor,2011-02-28,Employed,F,Rural,Divorced,Personal Auto,2,2,Agent,Standard,Medsize,2,2011
XL80761,California,No,Basic,College,2011-01-01,Employed,M,Suburban,Married,Corporate Auto,3,1,Branch,Sports,Small,1,2011
SB41594,California,No,Basic,College,2011-02-21,Employed,M,Suburban,Married,Personal Auto,3,3,Agent,Standard,Large,2,2011
UB51030,Washington,No,Basic,High School or Below,2011-02-15,Unemployed,F,Suburban,Single,Special Auto,3,1,Agent,Standard,Medsize,2,2011
KT46283,California,Yes,Basic,College,2011-02-12,Employed,M,Suburban,Married,Corporate Auto,1,1,Agent,Sports,Medsize,2,2011
WZ65217,Nevada,No,Extended,Bachelor,2011-02-11,Unemployed,M,Suburban,Married,Personal Auto,2,1,Agent,Sports,Medsize,2,2011
JB11283,California,No,Basic,Bachelor,2011-02-21,Employed,M,Rural,Divorced,Personal Auto,2,3,Branch,Standard,Large,2,2011
TM13014,California,No,Basic,Bachelor,2011-02-18,Unemployed,M,Urban,Married,Personal Auto,2,3,Branch,Standard,Medsize,2,2011
QS81789,Oregon,No,Basic,Bachelor,2011-02-26,Medical Leave,F,Suburban,Married,Corporate Auto,3,3,Web,Standard,Small,2,2011
FP78531,California,No,Basic,Bachelor,2011-01-15,Employed,F,Rural,Single,Personal Auto,3,3,Call Center,Sports,Medsize,1,2011
RN41087,California,No,Basic,High School or Below,2011-02-23,Unemployed,F,Urban,Married,Personal Auto,3,1,Call Center,Standard,Medsize,2,2011
WJ88394,Nevada,No,Basic,College,2011-01-29,Medical Leave,F,Suburban,Married,Personal Auto,3,1,Branch,Sports,Medsize,1,2011
LH94971,Oregon,No,Extended,Bachelor,2011-01-17,Employed,M,Suburban,Married,Corporate Auto,2,2,Agent,Standard,Large,1,2011
VW34309,Oregon,No,Basic,Bachelor,2011-02-15,Employed,F,Rural,Married,Personal Auto,3,1,Branch,Standard,Medsize,2,2011
XH47320,Nevada,No,Basic,Master,2011-01-10,Employed,F,Urban,Single,Personal Auto,1,1,Call Center,Standard,Medsize,1,2011
GX13549,California,No,Basic,High School or Below,2011-02-03,Unemployed,F,Suburban,Single,Personal Auto,1,1,Call Center,Standard,Medsize,2,2011
VY32314,Oregon,No,Basic,High School or Below,2011-02-25,Employed,M,Suburban,Single,Personal Auto,3,1,Web,Sports,Medsize,2,2011
TF65501,California,No,Basic,High School or Below,2011-01-07,Employed,F,Suburban,Married,Personal Auto,2,1,Web,Sports,Medsize,1,2011
EO24423,Arizona,No,Basic,Master,2011-02-26,Disabled,M,Suburban,Married,Personal Auto,3,2,Branch,Standard,Small,2,2011
LA79102,California,No,Extended,Doctor,2011-01-18,Employed,F,Urban,Married,Personal Auto,3,3,Agent,Standard,Small,1,2011
FT74388,Nevada,No,Basic,High School or Below,2011-01-19,Employed,M,Suburban,Single,Personal Auto,2,4,Branch,Sports,Medsize,1,2011
ZE59592,Oregon,No,Basic,College,2011-01-06,Employed,M,Suburban,Married,Personal Auto,1,3,Agent,Standard,Medsize,1,2011
JU64043,Oregon,No,Basic,Master,2011-01-07,Employed,M,Rural,Single,Personal Auto,3,1,Agent,Standard,Large,1,2011
TR96772,Arizona,No,Extended,High School or Below,2011-02-08,Employed,F,Rural,Married,Personal Auto,3,2,Branch,Sports,Small,2,2011
DQ35195,Arizona,No,Premium,Bachelor,2011-02-05,Employed,F,Suburban,Single,Corporate Auto,3,2,Agent,Standard,Small,2,2011
No74162,Arizona,No,Basic,High School or Below,2011-01-08,Retired,M,Suburban,Divorced,Personal Auto,1,1,Agent,Sports,Small,1,2011
XP52012,Arizona,No,Extended,High School or Below,2011-01-25,Unemployed,M,Suburban,Single,Personal Auto,3,1,Agent,Standard,Medsize,1,2011
HQ16068,Washington,No,Basic,High School or Below,2011-01-31,Employed,M,Rural,Married,Special Auto,2,1,Call Center,Sports,Medsize,1,2011
QM78112,Washington,Yes,Basic,Bachelor,2011-02-27,Employed,M,Suburban,Married,Personal Auto,3,2,Agent,Standard,Medsize,2,2011
GI30974,Oregon,No,Basic,Bachelor,2011-02-13,Unemployed,M,Suburban,Single,Corporate Auto,3,2,Agent,Standard,Small,2,2011
NM51858,Oregon,No,Basic,High School or Below,2011-01-16,Employed,M,Suburban,Married,Personal Auto,3,2,Web,Sports,Medsize,1,2011
ZL37444,California,Yes,Extended,Doctor,2011-01-18,Employed,M,Suburban,Divorced,Personal Auto,3,2,Agent,Sports,Medsize,1,2011
CI60365,California,Yes,Basic,High School or Below,2011-01-14,Employed,F,Suburban,Married,Special Auto,3,2,Agent,Sports,Medsize,1,2011
IX45386,Arizona,No,Basic,College,2011-01-30,Employed,M,Rural,Single,Personal Auto,2,2,Web,Standard,Large,1,2011
ZO29478,Washington,Yes,Basic,High School or Below,2011-01-15,Disabled,F,Suburban,Married,Personal Auto,2,1,Branch,Sports,Large,1,2011
NG34818,California,No,Extended,Bachelor,2011-01-11,Employed,M,Rural,Married,Personal Auto,3,3,Web,Standard,Small,1,2011
EE95568,California,No,Extended,Bachelor,2011-02-09,Employed,F,Urban,Single,Personal Auto,3,1,Call Center,Sports,Medsize,2,2011
LM84166,California,No,Extended,Bachelor,2011-01-29,Unemployed,M,Suburban,Single,Personal Auto,1,1,Agent,Standard,Medsize,1,2011
RO32883,Oregon,No,Premium,Bachelor,2011-01-20,Unemployed,F,Rural,Married,Personal Auto,3,1,Branch,Standard,Medsize,1,2011
OI68331,California,No,Basic,Doctor,2011-01-06,Employed,F,Suburban,Married,Personal Auto,3,4,Web,Standard,Medsize,1,2011
PW95813,Oregon,Yes,Extended,High School or Below,2011-01-20,Retired,F,Suburban,Married,Personal Auto,1,2,Agent,Standard,Large,1,2011
LM50087,Arizona,No,Basic,College,2011-02-28,Employed,F,Rural,Married,Corporate Auto,2,3,Agent,Standard,Medsize,2,2011
JD82896,California,No,Extended,High School or Below,2011-02-04,Unemployed,F,Suburban,Single,Personal Auto,2,2,Branch,Sports,Medsize,2,2011
KA62636,Oregon,No,Basic,High School or Below,2011-01-26,Employed,M,Urban,Single,Personal Auto,2,4,Agent,Standard,Medsize,1,2011
VG85511,Arizona,No,Basic,College,2011-01-05,Medical Leave,M,Suburban,Married,Personal Auto,3,2,Web,Sports,Medsize,1,2011
GT18023,California,No,Extended,High School or Below,2011-02-15,Employed,F,Urban,Married,Special Auto,2,1,Agent,Sports,Medsize,2,2011
VI35467,Nevada,No,Basic,Master,2011-01-25,Employed,F,Rural,Married,Personal Auto,3,2,Web,Sports,Small,1,2011
LF75926,Arizona,No,Basic,College,2011-01-23,Unemployed,M,Suburban,Married,Personal Auto,3,2,Agent,Standard,Medsize,1,2011
SS13550,Nevada,No,Basic,High School or Below,2011-02-04,Unemployed,M,Suburban,Single,Personal Auto,3,2,Call Center,Luxury,Large,2,2011
AA34092,California,No,Extended,College,2011-02-11,Employed,M,Suburban,Married,Personal Auto,3,1,Web,Luxury,Medsize,2,2011
GQ15708,Oregon,No,Basic,Bachelor,2011-01-31,Medical Leave,M,Suburban,Married,Personal Auto,2,1,Agent,Luxury,Medsize,1,2011
JR72064,Arizona,No,Basic,High School or Below,2011-01-09,Employed,M,Suburban,Married,Personal Auto,2,2,Branch,Standard,Medsize,1,2011
AN79079,Arizona,Yes,Basic,Doctor,2011-01-14,Employed,M,Suburban,Married,Personal Auto,2,1,Agent,Sports,Large,1,2011
DS45844,California,No,Basic,College,2011-02-13,Unemployed,M,Rural,Married,Corporate Auto,3,3,Agent,Sports,Medsize,2,2011
QJ90136,California,No,Extended,High School or Below,2011-02-03,Employed,F,Suburban,Divorced,Personal Auto,3,1,Agent,Sports,Medsize,2,2011
OS95734,California,No,Extended,Bachelor,2011-02-28,Employed,F,Suburban,Married,Personal Auto,3,4,Agent,Standard,Medsize,2,2011
KT21352,Oregon,No,Basic,High School or Below,2011-01-03,Unemployed,M,Suburban,Married,Personal Auto,2,1,Branch,Standard,Large,1,2011
CG33085,Oregon,No,Extended,Doctor,2011-02-02,Unemployed,M,Suburban,Divorced,Personal Auto,3,3,Agent,Sports,Medsize,2,2011
IU94124,Arizona,No,Extended,College,2011-02-04,Unemployed,M,Suburban,Single,Personal Auto,3,1,Branch,Standard,Small,2,2011
HW93117,California,No,Basic,Bachelor,2011-01-22,Unemployed,F,Suburban,Single,Corporate Auto,3,1,Branch,Sports,Medsize,1,2011
ON63161,Oregon,No,Premium,High School or Below,2011-01-21,Disabled,F,Suburban,Divorced,Personal Auto,3,2,Call Center,Standard,Medsize,1,2011
HT64629,Washington,No,Basic,High School or Below,2011-02-28,Unemployed,F,Suburban,Single,Personal Auto,2,2,Branch,Sports,Medsize,2,2011
XE59612,Nevada,No,Extended,High School or Below,2011-01-17,Employed,M,Rural,Single,Corporate Auto,1,3,Call Center,Standard,Medsize,1,2011
VZ39362,Oregon,No,Basic,High School or Below,2011-01-18,Employed,F,Suburban,Married,Personal Auto,3,1,Call Center,Sports,Large,1,2011
SL71970,Oregon,No,Basic,High School or Below,2011-02-28,Unemployed,F,Suburban,Single,Special Auto,3,2,Agent,Standard,Medsize,2,2011
YO29244,Oregon,No,Basic,Bachelor,2011-01-31,Employed,F,Rural,Divorced,Personal Auto,3,3,Branch,Sports,Medsize,1,2011
TN85931,Oregon,No,Basic,High School or Below,2011-01-17,Employed,F,Suburban,Married,Special Auto,3,1,Branch,Standard,Medsize,1,2011
PP92749,California,Yes,Extended,Bachelor,2011-01-28,Employed,F,Suburban,Married,Special Auto,2,2,Agent,Standard,Small,1,2011
MB54287,Oregon,No,Basic,Bachelor,2011-02-25,Unemployed,F,Suburban,Single,Personal Auto,3,1,Branch,Standard,Small,2,2011
JQ93340,Nevada,No,Basic,High School or Below,2011-02-22,Employed,M,Urban,Married,Special Auto,2,2,Call Center,Standard,Small,2,2011
LN20978,Oregon,No,Extended,Bachelor,2011-02-10,Employed,F,Suburban,Married,Corporate Auto,2,2,Web,Standard,Small,2,2011
ZD59913,Oregon,Yes,Basic,High School or Below,2011-02-12,Medical Leave,F,Suburban,Divorced,Corporate Auto,3,1,Agent,Standard,Medsize,2,2011
BG80246,Arizona,No,Basic,College,2011-01-11,Disabled,F,Suburban,Married,Personal Auto,3,1,Branch,Standard,Small,1,2011
VP48253,Arizona,No,Basic,High School or Below,2011-02-12,Employed,M,Urban,Single,Personal Auto,3,1,Agent,Standard,Medsize,2,2011
BR39076,California,No,Basic,High School or Below,2011-01-22,Unemployed,F,Suburban,Divorced,Personal Auto,3,2,Agent,Standard,Medsize,1,2011
ZD29731,California,No,Basic,College,2011-01-31,Employed,M,Suburban,Married,Personal Auto,2,3,Call Center,Standard,Small,1,2011
QR88427,Nevada,No,Basic,Bachelor,2011-01-31,Unemployed,F,Suburban,Single,Personal Auto,3,1,Agent,Standard,Small,1,2011
